"TIPO CICLO";"TEST.DI.TENUTA";"TEMPERATURA";"temp.3";"temp.2";"temp.1";"t.9";"t.8";"t.7";"t.6";"t.5";"t.4";"t.32";"t.31";"t.30";"t.3";"t.29";"t.28";"t.27";"t.26";"t.25";"t.24";"t.23";"t.22";"t.21";"t.20";"t.2";"t.19";"t.18";"t.17";"t.16";"t.15";"t.14";"t.13";"t.12";"t.11";"t.10";"t.1";"STERILIZZAZIONE.DINAMICA";"SCARICO";"RISCIACQUO";"PULSANTE.STOP";"PRELEVATO.DA";"NUMERO CICLO";"MISCELAZIONE";"INIZIO CICLO";"FINE.CICLO";"DISINFEZIONE";"DETERSIONE";"CICLO REGOLARE";"CARICO.STERILIZZANTE.2";"CARICO.STERILIZZANTE.1";"CARICO.DETERGENTE";"CARICO.ACQUA";"CAMBIO.TANICA";"ASCIUGATURA";"Allarme.valvole.ingresso.acqua";"Allarme.time.out.scarico.sterilizzante.1";"Allarme.time.out.carico.sterilizzante.1";"Allarme.time.out.carico.acqua";"Allarme.test.di.tenuta";"Allarme.temperatura.minima.acqua";"Allarme.temperatura.massima.acqua";"Allarme.sovrappressione.test.di.tenuta";"Allarme.sensore.giri.spruzzatore";"Allarme.scarico";"Allarme.pressione.minima.test.di.tenuta";"Allarme.pressione.minima.aria";"Allarme.pressione.massima.aria";"Allarme.pressione.acqua";"Allarme.perdita.liquido";"Allarme.canale.7.otturato";"Allarme.canale.7.disconnesso";"Allarme.canale.6.scollegato";"Allarme.canale.6.otturato";"Allarme.canale.5.scollegato";"Allarme.canale.5.otturato";"Allarme.canale.4.scollegato";"Allarme.canale.4.otturato";"Allarme.canale.3.scollegato";"Allarme.canale.3.otturato";"Allarme.canale.2.scollegato";"Allarme.canale.2.otturato";"Allarme.canale.1.scollegato";"Allarme.canale.1.otturato";"Allarme.apertura.vasca";"ALCOOL";"Alarm.spray.arm";"Alarm.selfdisinfection.flow"
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"27";"69";"33";"98";"111";"17";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"9";"109";"108";"39";"68";"109";"108";"39";"98";"608";"45";"52";"6";"80";"98";"0";"1";"1";"1";NA;"1";"2161";NA;"26/04/2017 13:50:54";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"29";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"2162";NA;"26/04/2017 14:28:09";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"68";"33";"99";"110";"18";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"16";"109";"108";"39";"60";"109";"108";"40";"98";"608";"46";"51";"5";"79";"98";"0";"1";"1";"1";NA;"1";"2163";NA;"26/04/2017 14:37:08";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"129";"32";"99";"111";"18";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"65";"108";"129";"40";"61";"108";"129";"38";"99";"608";"45";"51";"1";"80";"98";"0";"1";"1";"1";NA;"1";"2164";NA;"26/04/2017 15:19:42";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"22";"26";"68";"33";"99";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;"14";"154";"51";"609";"44";"51";"4";"79";"99";"0";"1";"1";"1";NA;"1";"2165";NA;"26/04/2017 16:00:01";"1";NA;"1";0;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"22";"23";"68";"33";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"66";"109";"108";"38";"60";"109";"108";"40";"98";"608";"45";"52";"3";"80";"98";"0";"1";"1";"1";NA;"1";"2166";NA;"26/04/2017 16:30:35";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"128";"34";"99";"111";"17";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"44";"108";"129";"38";"60";"109";"128";"39";"98";"609";"45";"52";"4";"79";"99";"0";"1";"1";"1";NA;"1";"2167";NA;"26/04/2017 17:35:29";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"69";"32";"99";"110";"18";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"4";"109";"108";"39";"54";"108";"109";"38";"99";"608";"45";"46";"5";"75";"98";"0";"1";"1";"1";NA;"1";"2168";NA;"26/04/2017 18:14:50";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";NA;NA;NA;NA;NA;NA;NA;NA;"196";"153";NA;NA;NA;"302";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"2169";NA;"27/04/2017 08:40:01";"1";NA;NA;0;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"28";"89";"601";"68";"47";"52";"11";NA;NA;NA;"64";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"442";"77";"88";"100";"30";"0";NA;"1";"1";NA;"1";"2170";"1";"27/04/2017 08:51:37";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"98";"30";"98";"112";"16";"16";NA;NA;NA;"26";NA;NA;NA;NA;NA;NA;"45";"108";"108";"36";"55";"108";"108";"37";"98";"608";"44";"52";"10";"74";"99";"0";"1";"1";"1";NA;"1";"2171";NA;"27/04/2017 09:41:52";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"37";"99";"608";"46";"51";"1";NA;NA;NA;"75";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;"10";"46";"99";"108";"0";"1";"1";"1";NA;"1";"2172";NA;"27/04/2017 10:58:02";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"26";"38";"98";"609";"46";"42";"8";NA;NA;NA;"68";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;"226";"47";"98";"108";"0";"1";"1";"1";NA;"1";"2173";NA;"27/04/2017 11:59:29";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"26";"128";"32";"98";"111";"17";"16";NA;NA;NA;"27";NA;NA;NA;NA;NA;NA;"78";"109";"128";"39";"61";"108";"129";"38";"98";"609";"44";"51";"6";"77";"99";"0";"1";"1";"1";NA;"1";"2174";NA;"27/04/2017 13:57:30";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"98";"32";"98";"112";"16";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"199";"108";"109";"39";"55";"108";"108";"39";"98";"608";"47";"50";"7";"78";"98";"0";"1";"1";"1";NA;"1";"2175";NA;"27/04/2017 14:37:44";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"32";"98";"112";"16";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"61";"108";"108";"38";"54";"109";"108";"38";"98";"609";"45";"51";"7";"77";"99";"0";"1";"1";"1";NA;"1";"2176";NA;"27/04/2017 15:18:26";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"32";"98";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"37";"109";"108";"37";"54";"108";"109";"37";"99";"608";"46";"52";"4";"78";"98";"0";"1";"1";"1";NA;"1";"2177";NA;"27/04/2017 16:42:34";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"46";"52";"10";"1";"424";"50";NA;NA;NA;"69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;"74";"77";"89";"100";"32";"89";"601";"68";"0";NA;"1";"1";NA;"1";"2178";"1";"28/04/2017 08:33:38";"1";"1";NA;1;"1";"1";NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"68";"33";"99";"110";"18";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"423";"109";"108";"38";"60";"109";"108";"39";"99";"608";"39";"33";"18";"61";"98";"0";"1";"1";"1";NA;"1";"2179";NA;"28/04/2017 09:48:01";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"69";"32";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"724";"109";"108";"39";"61";"108";"108";"39";"98";"608";"41";"37";"15";"64";"98";"0";"1";"1";"1";NA;"1";"2180";NA;"28/04/2017 10:31:36";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"33";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"382";"109";"108";"38";"60";"109";"108";"38";"99";"608";"42";"36";"17";"63";"98";"0";"1";"1";"1";NA;"1";"2182";NA;"28/04/2017 12:15:25";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"26";"68";"33";"98";"110";"18";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"708";"108";"108";"39";"60";"108";"109";"38";"99";"608";"42";"39";"14";"63";"99";"0";"1";"1";"1";NA;"1";"2183";NA;"28/04/2017 13:03:53";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"38";"99";"608";"41";"35";"18";NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;"365";"47";"99";"108";"0";"1";"1";"1";NA;"1";"2184";NA;"28/04/2017 14:15:12";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"27";"89";"602";"68";"43";"42";"6";NA;NA;NA;"65";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21";NA;NA;NA;NA;NA;"34";"77";"88";"100";"32";"0";NA;"1";"1";NA;"1";"2211";"1";"04/05/2017 16:36:24";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"69";"33";"99";"114";"14";"19";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"238";"109";"108";"39";"61";"109";"108";"40";"98";"608";"44";"37";"11";"71";"98";"0";"1";"1";"1";NA;"1";"2212";NA;"04/05/2017 17:10:17";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"88";"602";"68";"46";"41";"8";NA;NA;NA;"63";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"22";NA;NA;NA;NA;NA;"72";"77";"89";"99";"34";"0";NA;"1";"1";NA;"1";"2213";"1";"05/05/2017 08:26:13";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"27";"68";"34";"99";"110";"18";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"109";"108";"109";"40";"60";"108";"108";"40";"98";"609";"42";"38";"12";"69";"99";"0";"1";"1";"1";NA;"1";"2214";NA;"05/05/2017 11:01:02";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"98";"34";"99";"110";"18";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"346";"108";"108";"39";"54";"109";"108";"40";"98";"608";"44";"37";"12";"70";"98";"0";"1";"1";"1";NA;"1";"2215";NA;"05/05/2017 11:42:15";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"40";"98";"608";"44";"34";"14";NA;NA;NA;"66";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;"1238";"47";"98";"108";"0";"1";"1";"1";NA;"1";"2216";NA;"05/05/2017 12:51:30";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"39";"98";"608";"46";"33";"15";NA;NA;NA;"65";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"69";NA;NA;NA;NA;NA;NA;"353";"46";"99";"108";"0";"1";"1";"1";NA;"1";"2217";NA;"05/05/2017 13:38:36";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"39";"99";"608";"40";"37";"11";NA;NA;NA;"69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;"25";"47";"98";"109";"0";"1";"1";"1";NA;"1";"2218";NA;"05/05/2017 14:24:07";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"34";"98";"111";"17";"16";NA;NA;NA;"29";"310";"108";"108";"40";"109";"108";"40";"98";"609";"39";"54";"48";"19";"1";"89";"81";"1";"436";"37";"81";"99";"0";"1";"1";"1";NA;"1";"2219";NA;"05/05/2017 14:49:53";"1";NA;"1";1;"1";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"34";"98";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"232";"109";"108";"40";"54";"108";"109";"39";"99";"608";"41";"24";"25";"57";"99";"0";"1";"1";"1";NA;"1";"2220";NA;"05/05/2017 16:37:44";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"88";"602";"68";"41";"32";"17";NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"615";"76";"89";"99";"33";"0";NA;"1";"1";NA;"1";"2221";"1";"08/05/2017 07:56:12";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"69";"34";"98";"111";"18";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"230";"109";"108";"40";"69";"108";"108";"40";"99";"608";"41";"31";"25";"58";"98";"0";"1";"1";"1";NA;"1";"2222";NA;"08/05/2017 09:55:16";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"34";"98";"110";"19";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"56";"109";"108";"40";"61";"108";"109";"40";"98";"608";"43";"33";"23";"58";"99";"0";"1";"1";"1";NA;"1";"2223";NA;"08/05/2017 11:07:31";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"34";"99";"109";"19";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"395";"108";"108";"40";"69";"109";"108";"40";"98";"608";"41";"29";"25";"57";"99";"0";"1";"1";"1";NA;"1";"2224";NA;"08/05/2017 11:48:43";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"69";"34";"99";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"69";NA;NA;"31";"250";"62";"39";"31";"23";"59";"98";"0";"1";"1";"1";NA;"1";"2225";NA;"08/05/2017 15:21:46";"1";NA;"1";0;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"34";"99";"110";"18";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"378";"109";"108";"40";"68";"108";"109";"40";"99";"608";"41";"30";"25";"57";"99";"0";"1";"1";"1";NA;"1";"2226";NA;"08/05/2017 15:40:47";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"68";"34";"98";"110";"18";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"49";"108";"108";"40";"61";"108";"109";"40";"98";"608";"41";"29";"25";"58";"99";"0";"1";"1";"1";NA;"1";"2227";NA;"08/05/2017 16:24:11";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"68";"34";"99";"110";"18";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"51";"109";"108";"41";"60";"108";"108";"41";"98";"608";"43";"32";"24";"57";"99";"0";"1";"1";"1";NA;"1";"2228";NA;"08/05/2017 17:01:16";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"30";"89";"602";"68";"42";"41";"15";NA;NA;NA;"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"59";"76";"89";"100";"33";"0";NA;"1";"1";NA;"1";"2229";"1";"09/05/2017 08:11:45";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"129";"33";"99";"110";"18";"16";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"10";"108";"128";"40";"58";"108";"129";"39";"99";"608";"42";"34";"25";"57";"99";"0";"1";"1";"1";NA;"1";"2230";NA;"09/05/2017 10:52:32";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"128";"34";"98";"110";"19";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"12";"109";"128";"40";"58";"109";"128";"40";"98";"608";"41";"36";"21";"62";"99";"0";"1";"1";"1";NA;"1";"2231";NA;"09/05/2017 13:15:56";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
